"","TCGA-GD-A3OP-11A-11R-A220-07","TCGA-BT-A20U-01A-11R-A14Y-07","TCGA-GD-A3OQ-11A-21R-A220-07","TCGA-BL-A13J-01A-11R-A277-07","TCGA-K4-A5RI-11A-11R-A28M-07","TCGA-GC-A6I3-01A-11R-A31N-07","TCGA-BL-A13J-01B-04R-A277-07","TCGA-K4-A54R-01A-11R-A26T-07","TCGA-BT-A20Q-01A-11R-A14Y-07","TCGA-BT-A20N-01A-11R-A14Y-07","TCGA-K4-A3WV-11A-21R-A22U-07","TCGA-BT-A2LA-01A-11R-A18C-07","TCGA-BT-A20R-11A-11R-A16R-07","TCGA-GC-A3BM-01A-11R-A22U-07","TCGA-BT-A2LA-11A-11R-A18C-07","TCGA-BT-A20W-11A-11R-A14Y-07","TCGA-BL-A13J-01A-11R-A10U-07","TCGA-BT-A20W-01A-21R-A14Y-07","TCGA-GD-A3OQ-01A-32R-A220-07","TCGA-BT-A20Q-11A-11R-A14Y-07","TCGA-BT-A20R-01A-12R-A16R-07","TCGA-CU-A0YR-01A-12R-A10U-07","TCGA-BT-A2LB-11A-11R-A18C-07","TCGA-GC-A6I3-11A-11R-A31N-07","TCGA-BT-A20U-11A-11R-A14Y-07","TCGA-K4-A5RI-01A-11R-A28M-07","TCGA-GC-A3WC-01A-31R-A22U-07","TCGA-GD-A2C5-11A-11R-A180-07","TCGA-CU-A0YN-01A-21R-A10U-07","TCGA-GC-A3BM-11A-11R-A22U-07","TCGA-CU-A0YN-11A-11R-A10U-07","TCGA-GD-A3OP-01A-21R-A220-07","TCGA-K4-A54R-11A-11R-A26T-07","TCGA-BT-A2LB-01A-11R-A18C-07","TCGA-GC-A3WC-11A-11R-A22U-07","TCGA-GD-A2C5-01A-12R-A180-07","TCGA-BT-A20N-11A-11R-A14Y-07","TCGA-K4-A3WV-01A-11R-A22U-07","TCGA-CU-A0YR-11A-13R-A10U-07","TCGA-BL-A13J-11A-13R-A10U-07"
"L1HS_intron_7__36703395_36704355",0,0,0.0110465,0.0239077,0,0,0.0309306,0.0298253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__45693656_45694128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__46818641_46818722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__46818782_46819787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__46820757_46825657",0,0.17927,0,0,0,0,0.000795804,0,0,0,0,0.0112596,0,0.0540435,0,0,0,0,0,0,0,0,0,0,0,0.00419284,0,0,0,0,0,0,0,0.00335419,0,0,0,0,0,0
"L1HS_intergenic_7__47202885_47202985",0,0,0,0,0,0,1.34056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__49680246_49686300",0,0,0,0,0,0.00260868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310666,0,0,0,0,0,0,0,0,0,0.0111474,0,0
"L1HS_intergenic_7__57539591_57540834",0,0,0,0,0,0.014797,0,0,0.0188766,0,0,0,0,0,0,0,0,0,0,0,0.115633,0.0223695,0,0,0,0,0,0,0,0,0,0.0059588,0,0.0859783,0,0,0,0,0,0
"L1HS_intergenic_7__58272564_58272594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__61307962_61311395",0.00129304,0,0,0,0.00533476,0,0,0,0,0.0273282,0.00679243,0,0,0.0535297,0,0,0,0,0.00544798,0,0,0,0.0105668,0.0191237,0,0.00773195,0,0,0,0.00701009,0,0.0058998,0,0,0.0192525,0,0,0.0274447,0,0
"L1HS_intergenic_7__61654185_61657617",0,0,0.0748684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__61836277_61836443",0,0,0,0,0,0,0.296059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__61837999_61844054",0,0,0.237096,0.00288924,0,0.00265071,0.00142124,0,0,0.0899393,0,0,0,0.67577,0,0.00495551,1.19774,0.00937961,0,0,0.713665,0,0.0025091,0,0,0,0.142208,0,0.00314678,0,0,0,0.106299,0,0,0.0919113,0,0,0,0
"L1HS_intergenic_7__62083011_62086441",0.00783304,0,0.00514685,0,0,0,0.00189448,0,0,0,0.0664779,0,0,0,0,0,0.0164609,0,0,0,0,0,0,0,0,0,0.00595863,0,0,4.06642e-09,0,0,0,0,3.59177e-09,0,0,0.0267737,0,0
"L1HS_intergenic_7__62270683_62271129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__62549635_62551829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763348,0,0,0,0,0.00912826,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__63060743_63060838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__63060806_63064564",0,0,0,0,0,0,0.146466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509965,0,0,0,0,0,0,0,0,0.160025,0,0
"L1HS_intron_7__63148832_63154859",0,1.32725,0.0323431,0.00122791,0,0,0,0,0,0.365525,0,0,0,2.44952,0,0,0.524095,1.2982,0.18301,0,0.63405,0,0.0780919,0,0.268284,0,0,0,0,0,0,0,0,0,0,0.873954,0.010342,0.913787,0,0
"L1HS_intron_7__66286854_66292884",0,0,0.00846934,0.0136718,0,0,8.14583e-05,0.00884112,0,0,0,0,0,0.00624656,0,0.00315655,0,0.0651494,0.0528378,0,0.0394017,0.0179559,0.00277182,0,0.00302185,0,0,0.0244381,0,0,0,0.0122516,0,0,0,0.0271113,0,0,0,0
"L1HS_intron_7__70197329_70203357",0.00221787,0.00904158,0.00482629,0,0,0,0.50839,0,0,0,0,0.0380498,0,0.0541794,0,0.0132989,0,0.00672283,0,0.00250155,0,0,0,0,0,0.00932028,0,0,0,0,0,0,0,0.0076963,0,0,0,0,0,0
"L1HS_intron_7__70363339_70363484",0,0,0,0.314519,0,1.06803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__71746934_71747113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__71747114_71747433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__75706632_75707603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__75707602_75708148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__83606345_83606775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__86325058_86325100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__86564972_86565358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__86565489_86566206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__88462059_88462437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__90074305_90075228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__91173444_91179517",0,0.0012751,0.31644,0,0,0,0,0,0,0.00846602,0,0,0,0.0847211,0,0,0.02366,0.451122,0,0,0.00355654,0,0,0,0.149438,0.00357394,0.0317643,0.00305494,0,0,0,0.166153,0,0,0,0.00556819,0,0,0,0
"L1HS_intron_7__93787625_93793679",0.0431216,0,0,0,0,0,0.174525,0,0,0.517187,0,0,0,0.898991,0.0361097,0.0807334,0.532966,0,0,0,0,0,0,0,0,0,0,0.197985,0,0,0,0,0,0,0,0.632109,0,0.176978,0,0
"L1HS_intergenic_7__96846651_96852680",0.00750631,0,0,0,0,0.788446,0,0,0,0,0,0,0,0,0.0615641,0,0,0,0,0,0,0,0,0,0,0,0,0.696592,0,0,0,0,0,0.00332652,0,0.00277846,0,0,0,0
"L1HS_intergenic_7__97613657_97619688",0,0.00576926,0,0.0165288,0,0,0.0106846,0,0,0.0110434,0,0.00798847,0,0.0313341,0,0.00480661,0.0428182,0,0.120409,0,0.00268401,0,0,0,0,0.00501065,0,0.00293756,0,0.00395306,0,0,0,0.0113283,0,0,0,0,0,0
"L1HS_intron_7__105980639_105980691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__109095677_109096741",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__109096738_109098378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__109906016_109907516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__109907516_109908641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__109915213_109915642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__110707005_110713024",0,0,0.118552,0.00234813,0,0,0.0014428,0,0,0,0.163304,0.110954,0,0,0,0,0,0,0.178275,0,0.241783,0.125625,0.0331231,0,0,0,0,0,0,0,0,0,0,0,0,0.330559,0,0.107951,0,0
"L1HS_intron_7__111243516_111249546",0,0,0,0.0247738,0,0,0.0259026,0,0,0.00634993,0,0.305833,0,0,0,0.00146527,0.00404263,0,0,0,0.00731886,0,0,0,0,0,0,0,0,0.118421,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__111963194_111969223",0.00171419,0.0143877,0,0,0,0,0,0,0.000142555,0.00794334,0,0.00880312,0,0.021377,0.00828002,0.0114376,0.0191106,0.0215929,0.00990963,0,0.00293145,0.0184901,0,0.0701197,0,0.00514829,0,0,0,0,0,0,0,0.00355986,0,0.000544952,0,0,0,0
"L1HS_intergenic_7__113498561_113499355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__113776123_113782152",0,0,0,0.0157012,0,0,0.00761945,0,0,0.0179216,0,0,0,0,0.0023867,0.0113921,0.0203294,0,0,0,0.490955,0,0,0,0.00439488,0,0,0,0,0,0,0,0,0,0,0,0,0.00650121,0,0
"L1HS_intron_7__117525233_117526161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__117526159_117529529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567193,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__119656713_119657808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166466,0,0,0,0
"L1HS_intergenic_7__119657768_119658215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__125179571_125181978",0,0,0,0.0208212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610849,0,0.0059072,0,0.00270269,0,0.0155534,0.00741577,0,0,0,0,0,0,0,0
"L1HS_intron_7__129867238_129867712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__130480812_130481404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__130701997_130703401",0,0,0,0,0,0.0608001,0,0,0,0,0,0,0,0.0160718,0,0,0,0,0,0,0.010162,0,0,0,0,0,0,0,0,0,0,0,0.0616218,0,0,0,0,0,0,0
"L1HS_intergenic_7__130703406_130703864",0,0,0,0,0,0,0,0.101259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__130891935_130892319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__134665253_134665611",0,0,0,0,0,0,0,0,0,0.11636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201484,0,0,0,0
"L1HS_intron_7__134665643_134665661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__137973071_137973186",0,0,0,0,0,0,0.670042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__141062015_141068042",0,0.0114919,0.0211312,0.0125427,0,0,0.0263649,0,0,0,0,0,0,0.0187692,0,0,0.0165371,0.0222094,0.0057579,0,0.020784,0,0.00505972,0,0,0.0783424,0.00329727,0.00284936,0,0,0,0.00811194,0,0.00259506,0.00407004,0.0189483,0,0,0,0
"L1HS_intergenic_7__141882172_141882916",0,0,0,0.0106969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034223,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__141882903_141883742",0,0,0,0,0,0,0.0155962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__141920660_141926712",0,0,0,0.00515246,0,0,0.00287314,0,0,0,0,0,0,0.0319102,0,0,0.0283239,0,0,0,0.0159513,0,0,0,0,0,0,0,0.159204,0.00389084,0,0.00250158,0,0,0,0.00526774,0,0,0,0
"L1HS_intron_7__144685712_144685805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__145239947_145240325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__145366136_145366291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_7__145561497_145564595",0,0,0,0,0,0.0101281,0.00294562,0,0,0,0,0.00823252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563094,0,0,0,0,0,0,0,0
"L1HS_intron_7__147842592_147848623",0,0,0,0,0,0,0,0,0,0,0.0687486,0.223269,0.17343,0,0,0,0,0,0,0,0.253981,0,0.100223,0,0,0,0,0,0.0622616,0,0,0.24776,0,0,0,0,0,0,0,0
"L1HS_exon_7__148989107_148989730",0.451584,0,0.227902,0.0168866,0.182707,1.1839,0.0710797,0.826557,0.444684,0.190124,0.333698,0.848025,0,0.897443,0.16348,0.42209,0.659268,0.773428,0.580213,0.0343522,1.49752,0.0528824,0.228497,0.163146,0.0823976,0.792734,0.251663,0.190565,0.592969,0.262227,0.217236,1.03892,0.0274751,0.341528,0.127677,0.300767,0,1.3732,0.0243882,0.176279
"L1HS_intergenic_7__148990040_148990405",0.0872199,0,0.186252,0.0924859,0,4.68137,0.0369461,0.152085,0.11817,0.15704,0,0.0676348,0,0.86004,0.469012,0.47425,0.35698,1.15098,0.3932,0,0.886405,0.12141,0,0,0.138111,1.18395,0.784176,0.309553,0.308413,0,0,0.448386,0,0.257562,0.529565,0.682908,0,1.0813,0.292589,0
"L1HS_intron_7__150461139_150461772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288353,0,0,0,0,0,0,0.0231293,0
"L1HS_intergenic_7__150597095_150602628",0,0,0,0,0.00320619,0,0.141414,0,0,0,0,0.0649683,0,0.0631176,0,0,0,0,0,0,0,0,0,0.00287895,0,0,0,0,0,0.00416666,0,0,0,0.00557986,0,0,0,0,0,0
"L1HS_intergenic_7__150602829_150603350",0,0,0.0487996,0,0,0,0,0.0999552,0,0,0,0,0,0,0,0,0,0,0,0,0.0418908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_7__154457148_154457985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__8470860_8476906",0.00740851,0.00667246,0.00317758,0.0108209,0,0,0.00760874,0,0,0.020794,0,0,0.00263355,0.0577711,0,0,0.0139962,0.00939405,0.00332119,0,0.00310741,0.0148964,0,0,0.0148694,0.0103192,0.242013,0,0,0.0045709,0,0.00261597,0,0.0104395,0,0.00743596,0,0.469811,0,0
"L1HS_intron_8__9736453_9738999",0,0,0,0,0,0,0,0,0,0,0,0,0.00191983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__9738998_9740068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__16689251_16689343",0,0,0,0,0,0,0,0.960154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__18002054_18002950",0,0,0,0,0,0.00746239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__18597108_18598423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__18910122_18910650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__24837129_24837175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__27113619_27119645",0,0,0,0.00118877,0,0,0.00480335,0,0,0.00564041,0,0.00526551,0,0.596031,0,0,0,0.0137955,0,0,0.00325149,0,0,0,0,0,0,0,0.00321787,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__28292303_28292793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__29120167_29121108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__29121092_29121797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__32816249_32818064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__32818065_32819664",0,0,0,0.00539237,0,0.0268087,0.0024756,0,0,0.13499,0,0,0,0,0,0,0.0229903,0,0,0,0,0,0,0,0,0,0,0.00489066,0,0,0,0,0,0.00550849,0,0,0,0,0,0
"L1HS_intergenic_8__33261778_33262601",0,0,0,0,0,0.0257823,0,0,0,0,0.00222395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__33262598_33263252",0,0,0,0,0,0,0,0,0,0.120182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__40861270_40862582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156126,0,0
"L1HS_intron_8__41503887_41504157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689247,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__43371462_43371771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__43901579_43904529",0,0,0,0,0,0,0.0254242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__47332012_47333044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__58483392_58484665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174323,0.0143127,0,0,0,0,0,0,0,0,0,0.0199375,0,0
"L1HS_intergenic_8__59534699_59534832",0,0,0,0,0,0,0,0,0,0,0,0,0.993062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__65391485_65391645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__65391646_65392045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__66024426_66026341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__70671333_70671800",0,0,0,0.0046569,0,0,0.0377554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212128,0,0,0,0,0,0
"L1HS_intron_8__72875539_72881588",0.395936,0.775862,0,0.00414995,0,0.0899559,0.00293418,0,0,0.946164,2.67169e-05,0,0,0,0,1.47318,0.000309167,0.58257,0.653552,0,0,0,0.268358,0,0,0.0289095,0,0,0,0,0,0.502041,0,1.13466,0,0,0,0,0,0
"L1HS_intron_8__74289713_74290029",0,0,0,0,0,0,0.19587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__74290024_74292187",0,0,0.00534562,0,0,0.00936817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161828,0,0,0,0.0158453,0,0,0,0,0,0,0.00174337,0,0
"L1HS_intergenic_8__75621332_75627355",0,0,0.00424934,0.00160449,0,0,0.0122289,0,0,0,0,0.00783053,0,0.00361633,0,0,0,0,0,0,0,0,0,0,0.238965,0.00341148,0,0,0,0,0,0,0,0.00413649,0,0,0,0.123661,0,0
"L1HS_intron_8__76425147_76426194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__79171774_79173422",0,0,0,0,0,0,9.14795e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__86803885_86805290",0,0,0,0.00509247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__88345683_88346202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__88346203_88346525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__88685706_88691760",0,0,0.00843895,0.00587231,0,0.00138239,0,0,0,0.0188388,0,0.00716864,0,0.0498075,0,0,0,0,0.00568554,0,0,0,0.00945899,0,0,0,0,0.00524811,0,0,0,0,0,0.000865241,0,0.0023251,0,0.115614,0,0
"L1HS_intergenic_8__89511619_89513733",0,0,0,0.00413937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053674,0,0,0,0.0127543,0,0.00986377,0,0,0,0,0,0,0.00797932,0,0,0,0,0,0
