"","TCGA-GD-A3OP-11A-11R-A220-07","TCGA-BT-A20U-01A-11R-A14Y-07","TCGA-GD-A3OQ-11A-21R-A220-07","TCGA-BL-A13J-01A-11R-A277-07","TCGA-K4-A5RI-11A-11R-A28M-07","TCGA-GC-A6I3-01A-11R-A31N-07","TCGA-BL-A13J-01B-04R-A277-07","TCGA-K4-A54R-01A-11R-A26T-07","TCGA-BT-A20Q-01A-11R-A14Y-07","TCGA-BT-A20N-01A-11R-A14Y-07","TCGA-K4-A3WV-11A-21R-A22U-07","TCGA-BT-A2LA-01A-11R-A18C-07","TCGA-BT-A20R-11A-11R-A16R-07","TCGA-GC-A3BM-01A-11R-A22U-07","TCGA-BT-A2LA-11A-11R-A18C-07","TCGA-BT-A20W-11A-11R-A14Y-07","TCGA-BL-A13J-01A-11R-A10U-07","TCGA-BT-A20W-01A-21R-A14Y-07","TCGA-GD-A3OQ-01A-32R-A220-07","TCGA-BT-A20Q-11A-11R-A14Y-07","TCGA-BT-A20R-01A-12R-A16R-07","TCGA-CU-A0YR-01A-12R-A10U-07","TCGA-BT-A2LB-11A-11R-A18C-07","TCGA-GC-A6I3-11A-11R-A31N-07","TCGA-BT-A20U-11A-11R-A14Y-07","TCGA-K4-A5RI-01A-11R-A28M-07","TCGA-GC-A3WC-01A-31R-A22U-07","TCGA-GD-A2C5-11A-11R-A180-07","TCGA-CU-A0YN-01A-21R-A10U-07","TCGA-GC-A3BM-11A-11R-A22U-07","TCGA-CU-A0YN-11A-11R-A10U-07","TCGA-GD-A3OP-01A-21R-A220-07","TCGA-K4-A54R-11A-11R-A26T-07","TCGA-BT-A2LB-01A-11R-A18C-07","TCGA-GC-A3WC-11A-11R-A22U-07","TCGA-GD-A2C5-01A-12R-A180-07","TCGA-BT-A20N-11A-11R-A14Y-07","TCGA-K4-A3WV-01A-11R-A22U-07","TCGA-CU-A0YR-11A-13R-A10U-07","TCGA-BL-A13J-11A-13R-A10U-07"
"L1HS_intergenic_18__4477330_4478177",0,0,0,0,0,0,0,0,0,0,0,0.110301,0,0,0,0,0,0.0340335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795336,0,0.0321414,0,0
"L1HS_intergenic_18__5332465_5334601",0,0,0.00803029,0,0,0,0,0,0,0,0,0.0235515,0,0,0.022598,0.0141917,0,0,0.00859016,0,0.0337445,0,0,0,0,0,0,0.00770026,0,0,0.0185963,0.00746093,0,0,0,0.021838,0,0.0107803,0,0
"L1HS_intergenic_18__5684669_5687891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649449,0,0,0,0,0.00878232,0,0,0
"L1HS_intron_18__6831472_6831576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__13835897_13836394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__13975861_13981891",0,0.00595686,0,0,0,0,0,0,0,0,0,0.00427656,0,0.00642999,0,0,0,0.586838,0,0,0.083223,0.20073,0,0,0,0,0.00145848,0,0,0.00395054,0,0.0791728,0,0,0,0,0.0102711,0,0,0
"L1HS_intergenic_18__15187025_15188475",0,0,0.0374097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177397,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__15213046_15214706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119174,0,0,0,0,0,0
"L1HS_intergenic_18__15214707_15215457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__15780478_15781849",0,0,0,0,0,0,0.00667161,0,0,0,0,0.0103294,0,0,0,0,0,0,0,0,0,0,0.0250574,0,0,0.0126886,0,0,0,0,0,0,0,0.0130375,0,0,0,0,0,0
"L1HS_intergenic_18__20819124_20819743",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143012,0,0,0,0,0,0,0.06386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__20850173_20850628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__24323549_24324057",0,0,0,0.0096162,0,0,0.0358933,0,0,0,0,0.0639131,0,0,0.0791628,0,0,0,0,0,0.114914,0,0,0,0.0772768,0.136039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__25485077_25487433",0,0,0,0,0,0,0.00724657,0,0,0,0,0.00549523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__32605661_32605894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__36986323_36987526",0,0.0117227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271631,0,0,0,0,0,0,0,0,0.0155318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__37074405_37074884",0,0.11684,0,0.0199428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__37819738_37825798",0,0,0,0.00252685,0,0,0.0073376,0,0,0,0,0.00262947,0,0,0,0.00964576,0.0298482,0,0,0,0,0.101268,0,0,0.0275119,0,0,0,0,0,0,0.0597261,0,0,0,0,0,0,0,0
"L1HS_intron_18__39860029_39861777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__40844863_40848268",0,0,0,0.0756769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142782,0,0,0,0,0,0,0,0.00453026,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__41775015_41781045",0,0.00578745,0.0952381,0,0,0.00514667,0,0,0,0.559168,0,0.00668036,0,0.0785179,0,0,0.00563005,0,0.00300138,0,0,0,0,0,0.0195363,0.00692704,0.0105227,0.0143912,0,0.00453449,0,0,0,0.0312286,0,0.00353894,0,0,0,0
"L1HS_intergenic_18__43451584_43452526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__43918091_43918269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__43918270_43918655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__44021280_44024826",0,0,0,0.0375254,0,0,0,0,0,0,0,0.025031,0,0.00597534,0,0.00859077,0,0,0,0,0,0,0,0,0,0,0.0348285,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__45080189_45081088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__47660374_47666427",0,0,0.00306333,0.0142595,0,0.0111691,0.00624184,0,0,0.00506388,0.0681455,0,0,0.0142123,0.00237334,0,0.0126297,0.0097434,0,0,0.0167918,0.0111795,0,0,0.00482748,0.0136897,0,0.0036942,0,0,0,0,0,0.0133069,0,0,0,0,0,0
"L1HS_intron_18__50042985_50043270",0,0,0,0.0466828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__50343960_50349987",0.00730766,0,0.00267222,0.00687204,0,0,0.00715052,0,0,0,0,0.00884506,0,0.0137116,0.00235858,0.00918519,0.0068808,0.00874004,0.0260348,0,0.00692389,0.0143077,0.00252381,0,0.00426428,0.00366277,0.00615361,0.00264251,0,0,0,0,0,0.0174796,0,0.0157197,0,0.00384247,0,0
"L1HS_intron_18__50384650_50384869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__54426597_54426985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__54426982_54430581",0.00453119,0,0,0,0,0,0.00230163,0,0,0,0,0,0,0.00832419,0,0,0,0,0,0,0.00749828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__56812954_56813192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__60504990_60505280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__61140653_61140759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494861,0,0
"L1HS_intron_18__61512675_61515526",0,0,0,0.00462261,0,0,0.00578964,0,0.00585598,0,0,0,0,0.185502,0,0,0,0,0.0235509,0,0,0,0,0,0,0,0,0,0,0.00153652,0,0,0,0,0,0.0153769,0,0,0,0
"L1HS_intergenic_18__61903542_61903856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__62096512_62097020",0,0,0,0,0,0,0.0246041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__62097021_62097586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361466,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__62906293_62912314",0.00572706,0,0,0,0,0,0.548583,0,0,0,0,0,0,0,0,0,0,0.162626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__63363221_63363642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__63862796_63866418",0,0,0,0,0,0,0.00459294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932101,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__65779303_65780809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__67603634_67605600",0,0,0,0.00316914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__69255001_69256158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230518,0,0,0,0.0155566,0,0.0153972,0,0.0196936,0,0
"L1HS_intergenic_18__70685211_70686694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__70746550_70752581",0,0,0,0.00286114,0,0.00534662,0.00425158,0,0,0,0.00346133,0.00624929,0,0.00698003,0,0,0.0109379,0,0,0,0.0121765,0,0,0,0,0,0,0.00264865,0.00310726,0,0,0,0,0.0633861,0,0.00528245,0,0.00360923,0.00440835,0
"L1HS_intergenic_18__71120652_71122469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259461,0.0387136,0,0
"L1HS_intergenic_18__71356958_71357501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__71655625_71656649",0,0,0,0,0,0,0.00987501,0,0,0.0288956,0.0206421,0,0,0,0,0,0,0.0202106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145998,0,0,0,0,0,0
"L1HS_intergenic_18__71656640_71657805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155918,0,0,0,0,0,0,0,0,0.00591508,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__72387967_72388084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937938,0,0
"L1HS_intergenic_18__72966527_72972556",0,0,0.00370654,0.00128328,0,0.00252774,0.00246124,0,0,0.00487897,0,0.212958,0,0.00362897,0.00234817,0,0,0.00491675,0.00954015,0,0.0250156,0.00748424,0.00521228,0.00534548,0,0,0,0.00531616,0.00319243,0.0687087,0,0.00502693,0,0,0,0.0261437,0,0,0,0
"L1HS_intron_18__74998533_74999361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375726,0,0.0352395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__75846852_75852883",0,0,0,0.00133293,0,0.483143,0,0,0,0.00505748,0,0,0,0.863226,0,0,0,0,0,0,0,0,0.110262,0,0,0,0.00338639,5.41622e-05,0,0,0,0,0.339465,0.323916,0,0,0,0,0,0
"L1HS_intron_18__79114908_79114974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_exon_18__79114974_79116935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03336,0,0,0,0
"L1HS_intergenic_19__15713384_15714131",0,0,0,0.0109101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343826,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_19__15714132_15714432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_19__24387492_24387613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584058,0,1.34829,0,0
"L1HS_intergenic_19__30141168_30142671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_19__30142649_30143934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598629,0,0,0,0
"L1HS_intergenic_19__31653398_31654536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_19__42808996_42811014",0,0,0,0.0139107,0,0,0.00188543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030918,0,0,0,0.0156411,0,0,0,0,0,0,0,0,0,0.0326235,0,0,0
"L1HS_intron_19__43051126_43052617",0,0.0258225,0,0,0,0,0,0,0,0,0,0.00320674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_19__43864495_43867300",0,0.0254355,0.048391,0.0119315,0,0,0.0181203,0,0,0.0126341,0.0230417,0.0322068,0.0116805,0.0397013,0,0.0506956,0.0122048,0.0293235,0,0.0297253,0.0359627,0.00814282,0,0,0.0199199,0,0.0363616,0,0,0.0337126,0.026454,0.022449,0.0183914,0,0,0,0,0.0101732,0,0.0389568
"L1HS_intron_19__44546319_44546890",0,0,0,0,0,0,0,0,0,0.146232,0,0,0,0.0368859,0,0.0752738,0,0.319953,0,0,0,0,0,0,0,0.101467,0,0,0,0,0,0.0595238,0,0,0,0.0208358,0,0,0,0
"L1HS_intergenic_19__51672692_51673783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021502,0,0,0,0,0,0,0,0,0,0.00992702,0,0,0,0,0,0,0,0
"L1HS_intergenic_19__51673783_51674261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_19__54580201_54581635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00876724,0,0,0,0
"L1HS_intron_19__54581626_54581853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__5380077_5380980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__5380981_5381397",0,0,0,0,0,0,0.00686006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__6218868_6218971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_20__7116195_7122199",0,0,0,0,0,0.197852,0,0,0,0,0,0,0,0.00334353,0,0,0,0.00468368,0,0,0.619946,0.139229,0,0,0,0,0.017321,0.00346803,0,0,0,0.143029,0,0,0.00411608,0,0,0.410626,0,0
"L1HS_intergenic_20__7670080_7670338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164009,0,0
"L1HS_intergenic_20__7745791_7746040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_20__9716121_9716156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__11632780_11638837",0.00244039,0,0,0.00395875,0,0,0.00342367,0,0,0,0,0,0,0.00357325,0,0,0.00549053,0.00667853,0.00292672,0.00669002,0.00887258,0,0.00520844,0,0,0.0302868,0.0462882,0,0,0,0,0,0,0.0653731,0,0.120555,0,0,0,0
"L1HS_intergenic_20__12801018_12807044",0.00248149,0.00586409,0.00283541,0.0068538,0,0,0.00426239,0,0,0.0144228,0,0,0,0.0842998,0,0.00761008,0.285602,0.0182866,0,0,0.00966334,0.285502,1.06884e-07,0,0.00797437,0.00659637,0,0.00536203,0.00376955,0,0,0,0,0.0130426,0.0486494,0.0164074,0,0.0152645,0,0
"L1HS_intergenic_20__18949968_18954391",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489526,0,0,0.0889873,0,0,0,0.0036027,0,0,0,0,0,0,0,0,0,0,0,0,0.00722819,0,0,0,0,0,0
"L1HS_intron_20__19419828_19420546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__23426109_23432140",0.0126883,0.0152306,0.025772,0.0362484,0.00296588,0.00507232,0.0239753,0,0,0.0109061,0.0105399,0.00412516,0,0.0407957,0.00240375,0.00600556,0.0172617,0.0514998,0.0435338,0,0.0817179,0.0197883,0.0139231,0,0.0130373,0.0248529,0.0230255,0.00596332,0,0.00790501,0,0.0108841,0.00419668,0.011751,0,0.0481138,0,0.00836384,0,0
"L1HS_intergenic_20__28625491_28626003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__28654681_28654752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__29232463_29233891",0,0,0,0,0,0,0.00782999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193652,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__29836742_29836869",0,0,0.993512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34829,0,0
"L1HS_intergenic_20__30237744_30237992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__30237993_30238875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__30731926_30735561",0,0,0,0,0,0,0.0167085,0,0,0,0,0,0,0,0,0,0.0093765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_20__39801496_39802657",0,0,0,0.0181139,0,0,0,0,0,0,0,0.0112695,0,0,0,0,0,0,0,0,0.0454566,0.020927,0,0,0,0,0,0,0.0184527,0,0,0,0,0,0,0.0166264,0,0,0,0
"L1HS_intergenic_20__39977476_39977785",0.124399,0,0,0.0390075,0,0,0.0892978,0.603382,0,0,0,0.13249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__43395997_43397152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_20__53163432_53163597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15044,0,0,0,0,0,0,0,0,0,0,0.500943,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_20__53269703_53269810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_20__55859567_55865521",0,0,0.189699,0.00495511,0,0,0.00329437,0,0,0,0,0.0143712,0,0.00372196,0,0,0,0,0.226286,0,0.498204,0.112602,0.111143,0,0,0.00377698,0,0,0,0,0,0.0026252,0,0.432774,0,0,0,0.141292,0,0
"L1HS_intergenic_21__5329982_5331757",0,0,0,0,0,0,0,0,0,0.0149495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__5367238_5367653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__7261800_7263540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__7301246_7301664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__9616913_9618152",0,0,0,0,0,0,0.00759156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__9618149_9618676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_21__16544385_16544918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__17173269_17173406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__17305441_17306191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__19008849_19009446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__20199505_20200970",0,0,0,0,0,0.0559404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126068,0,0.0194198,0,0,0.00532002,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__20200965_20201523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__22752362_22752829",0,0,0,0,0,0,0.0298928,0,0,0.102932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683555,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__25452835_25453078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_21__28665421_28665560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__30839934_30841030",0,0,0,0,0,0,0.00660072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_21__30841021_30841858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111949,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_22__11361662_11361808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
